t,neuron
166.459,6100
166.642,2850
166.679,8150
166.679,8050
166.722,8800
166.689,7800
166.768,5850
166.872,5650
166.957,1900
166.984,7000
167.05,1650
167.237,4850
167.298,5400
167.323,4600
167.381,2750
167.443,7250
167.429,8600
167.479,7200
167.564,5500
167.689,8300
167.815,1300
167.95,6150
167.972,9700
168.034,4900
168.187,8400
168.234,6450
168.276,100
168.29,1400
168.464,4950
168.466,2200
168.589,9850
168.599,7600
168.768,6800
168.797,4650
168.781,8350
168.83,4500
168.991,3700
169.226,6750
169.264,500
169.288,5150
169.279,7300
170.993,6300
171.419,5200
171.436,3400
171.613,2950
171.642,5000
171.686,550
172.062,4350
172.135,350
172.274,9800
172.343,9250
172.424,5350
172.515,8700
172.563,8900
172.577,6700
172.588,2100
172.621,7650
172.742,300
172.805,7950
172.892,3200
172.953,8750
172.974,8500
173.021,9750
173.294,1050
173.348,6950
173.712,5600
173.885,6600
174.363,9050
174.337,4300
174.408,1450
174.951,3650
174.956,1750
175.016,9500
175.01,5650
175.43,6350
175.63,1800
175.719,4800
175.86,850
176.018,8100
176.048,450
176.11,5800
176.277,7850
176.464,7050
176.804,8600
176.912,7550
176.967,8400
177.006,4450
177.152,4200
177.184,2500
177.241,7400
177.36,8200
177.397,5450
177.436,200
177.446,5050
177.442,8150
177.462,8250
177.58,3600
177.99,8550
178.091,7250
178.581,250
178.586,1000
178.646,5950
178.867,4000
178.892,5400
179.087,3900
179.287,8350
179.957,3700
179.976,6550
180.05,5850
180.182,900
180.354,4400
180.551,4500
180.566,7450
180.835,8050
180.957,8800
180.972,2750
180.99,9450
181.131,3800
181.32,1300
181.341,2050
181.497,3300
181.653,1950
181.727,6450
181.75,6100
181.844,2800
181.867,6300
181.922,5500
182.058,7150
182.189,2450
182.183,1850
182.275,1750
182.451,4950
182.474,7600
182.528,8850
182.552,100
182.784,6600
182.802,9300
182.84,3050
182.884,9350
182.957,3200
183.095,1250
183.095,6650
183.131,7700
183.112,4250
183.152,3100
183.397,3750
183.42,6800
183.497,1400
183.745,5100
183.811,5000
183.901,8450
183.922,8150
183.977,4300
184.14,6750
184.648,9850
184.652,4850
184.876,9050
185.514,7300
185.798,4150
185.862,9800
185.897,2600
185.919,5200
186.235,7750
186.311,5350
186.287,500
186.364,750
186.364,550
186.451,1800
186.416,7650
186.432,3400
186.474,1450
186.562,2000
186.579,6900
186.597,7000
186.686,1050
186.707,8300
186.725,3550
186.794,9950
187.145,4350
187.187,8750
187.566,150
187.559,5700
187.734,4600
187.801,1000
187.844,7950
187.864,5650
187.889,8500
188.071,9700
188.158,9150
188.388,5250
188.391,2100
188.894,5150
188.896,0
189.032,1700
189.179,5800
189.236,3650
189.242,2400
189.324,3000
189.339,2650
189.531,2050
189.732,5900
189.733,1900
189.845,8350
189.84,5600
190.007,6500
190.015,7550
190.105,50
190.276,350
190.397,8550
190.633,2850
190.652,9600
190.886,4500
190.948,3700
191.136,8000
191.153,6950
191.212,2200
191.287,7250
191.369,8600
191.529,1650
191.582,4650
191.607,2550
192.089,8050
192.114,200
192.167,8800
192.17,8650
192.189,2900
192.27,7050
192.333,5750
192.339,2750
192.371,6300
192.574,6450
192.674,2300
192.727,9100
193.715,7900
193.931,900
194.031,4950
194.058,5350
194.69,8400
194.872,7650
194.928,2150
195.364,4750
195.569,5500
195.591,9450
196.14,6900
196.263,5950
196.507,4200
196.57,1150
196.832,5650
196.865,9050
197.055,3850
197.135,6800
197.262,4000
197.374,8300
197.494,1300
197.701,3200
197.666,150
197.92,9500
197.96,8700
198.001,7200
198.07,5850
198.07,3100
198.186,4900
198.288,6650
198.259,9550
198.4,7850
198.431,5050
198.456,4800
198.461,2000
198.474,9800
198.51,3600
198.691,7300
198.739,4450
198.742,7600
198.934,5700
199.08,450
